Trade Date,Confirmation Number,Order Number,Order Type,Code,Units,Average Price ($),Brokerage (inc GST.),Net Proceeds ($),Settlement Date,Status
4/05/2007,3550273,6563707,S,AGM,"9,000",1.075,19.95,"9,655.05",9/05/2007,Confirmed
3/05/2007,3550138,6561978,B,AGM,"9,000",1.075,19.95,"9,694.95",8/05/2007,Confirmed
30/04/2007,3543039,6512822,S,RMG,"290,000",0.034,19.95,"9,840.05",3/05/2007,Confirmed
27/04/2007,3540945,6504617,B,GSEO,"120,000",0.082,19.95,"9,859.95",2/05/2007,Confirmed
26/04/2007,3540276,6524997,S,HLX,"52,000",0.18,19.95,"9,340.05",1/05/2007,Confirmed
26/04/2007,3539185,6521380,B,AEX,"240,000",0.041,19.95,"9,859.95",1/05/2007,Confirmed
24/04/2007,3537562,6504677,B,HLX,"52,000",0.19,19.95,"9,899.95",30/04/2007,Confirmed
24/04/2007,3537770,6515532,B,CBH,"16,800",0.595,19.95,"10,015.95",30/04/2007,Confirmed
23/04/2007,3534803,6505355,B,WMT,"21,500",0.46,19.95,"9,909.95",27/04/2007,Confirmed
23/04/2007,3535994,6508666,S,WMT,"21,500",0.44,19.95,"9,440.05",27/04/2007,Confirmed
23/04/2007,3534976,6505968,B,GDNO,"15,500",0.63,19.95,"9,784.95",27/04/2007,Confirmed
23/04/2007,3536461,6508563,B,RMG,"340,000",0.029,19.95,"9,879.95",27/04/2007,Confirmed
30/03/2007,3509787,6407692,S,PPX,223,4.19,17.99,916.38,4/04/2007,Confirmed
30/03/2007,3509793,6407702,B,WMT,"3,000",0.26,17.99,797.99,4/04/2007,Confirmed
22/03/2007,3499397,6365185,B,APG,"23,000",0.15,17.99,"3,467.99",27/03/2007,Confirmed
21/03/2007,3497760,6361004,S,NEM,648,5.48,17.99,"3,533.05",26/03/2007,Confirmed
12/03/2007,3487508,6321996,B,APG,"18,000",0.195,17.99,"3,527.99",15/03/2007,Confirmed
12/03/2007,3487482,6321925,S,GGY,"45,000",0.08,17.99,"3,582.01",15/03/2007,Confirmed
6/03/2007,3481606,6298195,B,APG,"54,000",0.185,19.95,"10,009.95",9/03/2007,Confirmed
6/03/2007,3481441,6297849,S,APG,"55,000",0.18,19.95,"9,880.05",9/03/2007,Confirmed
27/02/2007,3469586,6251199,S,CGJ,757,15.64,26.99,"11,812.49",2/03/2007,Confirmed
27/02/2007,3470967,6256402,B,GGY,"45,000",0.073,17.99,"3,302.99",2/03/2007,Confirmed
27/02/2007,3470575,6252764,B,APG,"60,000",0.145,19.95,"8,719.95",2/03/2007,Confirmed
13/02/2007,3451069,6179156,B,URA,500,1,17.99,517.99,16/02/2007,Confirmed
8/02/2007,3445657,6157879,S,AMC,670,7.315,17.99,"4,882.93",13/02/2007,Confirmed
